Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S08913000002,11/13/2012,4649,Metro Liquor and Tobacco,3418 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.900018 41.261929),78,Pottawattamie,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,17.97,26.96,12,323.52,9.00,2.38
S04857800148,04/03/2012,2524,Hy-Vee Food Store / Dubuque,3500 DODGE ST,DUBUQUE,52001,,31,Dubuque,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19486,Maker's 46,6,750,20.47,30.70,3,92.10,2.25,0.59
S03614900179,01/17/2012,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1042100,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28086,Beefeater Gin,12,750,10.39,15.59,6,93.54,4.50,1.19
S17666800134,03/03/2014,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15656,Jameson 12YR HA,12,750,24.99,37.49,2,74.98,1.50,0.40
S19366400033,06/04/2014,4819,Super Stop 2 / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,POINT (-93.494642 41.65854),77,Polk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34030,Absolut Citron (lemon Vodka),12,750,8.99,13.49,1,13.49,0.75,0.20
S18441900107,04/16/2014,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,7.84,11.76,3,35.28,5.25,1.39
S26277200019,06/17/2015,4463,Casey's General Store #3031 / Garner,145 US HWY 18 W,GARNER,50438,POINT (-93.603007 43.105833),41,Hancock,1051010,AMERICAN GRAPE BRANDIES,85,Brown-Forman Corporation,52835,Korbel Brandy Pet,6,1750,11.33,17.00,6,102.00,10.50,2.77
S20932400022,08/28/2014,4615,North Side Liquor & Grocery,1303 NORTH FEDERAL AVE,MASON CITY,50401,POINT (-93.201061 43.163663),17,Cerro Gordo,1011200,STRAIGHT BOURBON WHISKIES,434,Luxco-St Louis,18198,Ezra Brooks Ky Sour Mash Bourbon,6,1750,14.00,21.00,6,126.00,10.50,2.77
S22752300019,12/04/2014,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.75,14.63,24,351.12,9.00,2.38
S25183800230,04/21/2015,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,Polk,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,9.85,14.78,5,73.90,3.75,0.99
S16618100035,12/31/2013,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,POINT (-93.59704 41.594713),77,Polk,1081370,WATERMELON SCHNAPPS,65,Jim Beam Brands,82866,Dekuyper Watermelon Pucker,12,750,6.30,9.45,2,18.90,1.50,0.40
S17688900023,03/04/2014,4557,Hometown Foods / Traer,420 SECOND ST,TRAER,50675,POINT (-92.468086 42.193386),86,Tama,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86672,Jack Daniel's Tennessee Honey,12,1000,17.41,26.12,2,52.24,2.00,0.53
S10663600094,02/18/2013,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,POINT (-92.337583 42.530476),07,Black Hawk,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10624,Canadian Club Whisky,24,375,4.28,6.42,8,51.36,3.00,0.79
S10195300028,01/24/2013,4393,KUM & GO #206 / CLIVE,1725 NW 86TH ST,CLIVE,50325,POINT (-93.736227 41.607327),77,Polk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32234,Seagrams Extra Dry Gin,24,375,3.50,5.24,6,31.44,2.25,0.59
S10059500035,01/15/2013,2532,Hy-Vee Food Store #2 / Des Moines,2540 E EUCLID,DES MOINES,50317,POINT (-93.569452 41.627838),77,Polk,1031080,VODKA 80 PROOF,260,Diageo Americas,38006,Smirnoff Vodka Traveller,12,750,7.21,11.19,12,134.28,9.00,2.38
S21483800054,09/29/2014,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,POINT (-93.55261600000001 41.358176),91,Warren,1012100,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.50,27.75,2,55.50,2.00,0.53
S14449400018,09/10/2013,2664,Hy-Vee C-Store / Charles City,1003 KELLY ST,CHARLES CITY,50616,POINT (-92.674229 43.066255),34,Floyd,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36307,Hawkeye Vodka,12,1000,3.96,5.94,36,213.84,36.00,9.51
S05044600097,04/16/2012,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32237,Seagrams Extra Dry Gin,12,1000,7.40,11.10,4,44.40,4.00,1.06
S17297900088,02/10/2014,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,POINT (-93.034296 41.69916),50,Jasper,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5036,Glenlivet 12 Yr Malt Scotch,12,750,22.07,33.11,3,99.33,2.25,0.59
S18713900022,04/30/2014,4012,Fast Mart,1401 BUCHANAN ST,DES MOINES,50316,POINT (-93.599362 41.59878),77,Polk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53210,Paul Masson Grande Amber Brandy,48,100,1.00,1.50,48,72.00,4.80,1.27
S17884700029,03/13/2014,4478,U S Gas,"3000, SW 9th ST",DES MOINES,50315,POINT (-93.625682 41.557862),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76036,Midnight Moon Apple Pie,6,750,10.42,15.63,3,46.89,2.25,0.59
S15838600067,11/20/2013,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,POINT (-91.79777100000001 43.291023),96,Winneshiek,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82610,Dekuyper Hot Damn!,12,1000,7.62,11.43,1,11.43,1.00,0.26
S12260800135,05/16/2013,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82,Scott,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42723,Malibu Island Melon,12,750,6.75,10.49,4,41.96,3.00,0.79
S17887200066,03/13/2014,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,POINT (-93.55261600000001 41.358176),91,Warren,1012200,SCOTCH WHISKIES,370,Pernod Ricard USA/Austin Nichols,9426,Passport Scotch,12,750,7.00,10.49,1,10.49,0.75,0.20
S25904000035,05/28/2015,2671,Hy-Vee  /  Jefferson,"106, W WASHINGTON ST",JEFFERSON,50129,POINT (-94.375508 42.017267),37,Greene,1031080,VODKA 80 PROOF,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,3.37,5.06,12,60.72,9.00,2.38
S28937900023,11/09/2015,4296,Circle B Market,111 MAIN ST,KEOSAUQUA,52565,POINT (-91.962466 40.7294),89,Van Buren,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75214,Kinky Blue,12,750,10.00,15.00,2,30.00,1.50,0.40
S20428900042,07/31/2014,3925,Johncy's Liquor Store Inc,585 HWY 965 S  STE E,NORTH LIBERTY,52317,POINT (-91.60761 41.738129),48,Iowa,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.32,6,103.92,10.50,2.77
S22358500049,11/13/2014,2130,Sycamore Convenience,617 SYCAMORE,WATERLOO,50703,POINT (-92.335358 42.497854),07,Black Hawk,1081380,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,73517,Dekuyper Cactus Juice,12,1000,7.62,11.43,12,137.16,12.00,3.17
S08815200013,11/07/2012,2583,Hy-Vee Food Store / Washington,528 S HWY 1,WASHINGTON,52353,POINT (-91.442874 41.898505),92,Washington,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22156,Wild Turkey 101,12,750,12.49,18.74,6,112.44,4.50,1.19
S09711800023,12/26/2012,3915,Sac City Food Pride,106  S 16 ST,SAC CITY,50583,POINT (-95.002637 42.422404),81,Sac,1081200,CREAM LIQUEURS,205,E AND J GALLO WINERY,80136,E & J Cask & Cream,12,750,4.99,7.49,3,22.47,2.25,0.59
S24510300009,03/12/2015,4367,Kum & Go #109 / Mason City,1224 N FEDERAL AVE,MASON CITY,50401,POINT (-93.201061 43.163367),17,Cerro Gordo,1012100,CANADIAN WHISKIES,260,Diageo Americas,11294,Crown Royal Canadian Whisky,24,375,7.75,11.63,6,69.78,2.25,0.59
S12206400004,05/14/2013,2628,Hy-Vee Food Store / Eldora,1616 EDGINGTON,ELDORA,50627,POINT (-93.103764 42.360631),42,Hardin,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,8.66,12.99,12,155.88,9.00,2.38
S12534100016,05/31/2013,2956,Dahl's / Fleur Dr,4121 FLEUR DRIVE,DES MOINES,50300,POINT (-93.64492 41.546838),77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.60,11.40,6,68.40,10.50,2.77
S23536000070,01/16/2015,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,Linn,1081400,TRIPLE SEC,55,Sazerac North America,86390,Montezuma Triple Sec,12,1000,2.13,3.20,300,960.00,300.00,79.25
S22491400026,11/19/2014,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,POINT (-93.59704 41.594713),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,395,Proximo,4001,Jose Cuervo Gold w/1L Classic Margarita Mix,6,750,10.49,15.74,6,94.44,4.50,1.19
S15917500064,11/23/2013,2522,Hy-Vee Wine and Spirits / Spirit Lak,HWY 9 & 71,SPIRIT LAKE,51360,,30,Dickinson,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43031,Bacardi Gold Rum Mini,12,500,4.74,7.11,1,7.11,0.50,0.13
S23259000032,12/30/2014,4889,Fast Trip / Des Moines,1516 SE  1st ST,DES MOINES,50315,POINT (-93.613469 41.57592900000001),77,Polk,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,8.25,12.38,1,12.38,0.75,0.20
S23959500020,02/10/2015,4559,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,POINT (-92.811539 43.285134),66,Mitchell,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76486,Paramount Amaretto,12,750,3.38,5.07,4,20.28,3.00,0.79
S08760500017,11/05/2012,4077,Xo Food And Liquor,428 FRANKLIN ST,WATERLOO,50703,POINT (-92.33464100000002 42.501602),07,Black Hawk,1012100,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,6.60,9.90,2,19.80,0.60,0.16
S12071700073,05/07/2013,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,POINT (-91.387797 40.400038),56,Lee,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64765,Ciroc Red Berry,12,1000,22.50,33.74,3,101.22,3.00,0.79
S19923400001,07/07/2014,3868,Wal-Mart 3630 / Marion,5491 BUSINESS HWY 151,MARION,52302,,57,Linn,1012200,SCOTCH WHISKIES,260,Diageo Americas,10006,Scoresby Rare Scotch,12,750,5.50,8.24,12,98.88,9.00,2.38
S28780100016,11/02/2015,3712,Monte Spirits,109 N 4TH ST,MONTEZUMA,50171,POINT (-92.523692 41.585429),79,Poweshiek,1062310,SPICED RUM,260,Diageo Americas,43302,Captain Morgan Black Spiced,12,750,11.00,16.50,3,49.50,2.25,0.59
S10314600008,01/29/2013,4001,Wal-Mart 1787 / Carroll,2014 KITTY HAWK AVE,CARROLL,51401,POINT (-94.893501 42.081312),14,Carroll,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.31,10.97,12,131.64,21.00,5.55
S10790500007,02/26/2013,4582,Pronto / Spirit Lake,"2402, 17th ST",SPIRIT LAKE,51360,POINT (-95.126585 43.42282),30,Dickinson,1022100,TEQUILA,395,Proximo,89199,Jose Cuervo Especial Reposado Square,12,375,5.49,8.24,4,32.96,1.50,0.40
S24263800042,02/26/2015,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1052010,IMPORTED GRAPE BRANDIES,65,Jim Beam Brands,47785,Courvoisier Vs Coganc,12,375,8.09,12.14,12,145.68,4.50,1.19
S15753800013,11/18/2013,4471,Kum & Go #212 / WATERLOO,117 E SAN MARNAN DR,WATERLOO,50702,POINT (-92.355753 42.457847),07,Black Hawk,1031080,VODKA 80 PROOF,260,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.20,6,67.20,3.00,0.79
S24107200005,02/18/2015,3879,Target Store T-1800 / Sioux City,5775 SUNNYBROOK DR,SIOUX CITY,51106,POINT (-96.332446 42.448939),97,Woodbury,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.85,12,94.20,9.00,2.38
S19879000046,07/01/2014,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,POINT (-91.605094 42.033366),57,Linn,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69940,Rumple Minze Peppermint Mini,12,500,13.50,20.25,2,40.50,1.00,0.26
S19566600020,06/16/2014,4495,Casey's General Store #3055 / Grundy,"504, G AVE",GRUNDY CENTER,50638,POINT (-92.770411 42.361494),38,Grundy,1022100,TEQUILA,395,Proximo,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,11.50,17.25,2,34.50,1.00,0.26
S03664700028,01/19/2012,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82786,Dekuyper Buttershots Schnapps,12,750,6.30,9.45,12,113.40,9.00,2.38
S09524000073,12/17/2012,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,POINT (-93.771698 41.688332),77,Polk,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,10.98,16.48,6,98.88,10.50,2.77
S04813800112,03/29/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,259,Heaven Hill Brands,76478,Pama Pomegranate Liqueur,6,750,11.33,17.99,6,107.94,4.50,1.19
S10376800021,02/04/2013,4677,Costco Wholesale #1111 / Coralville,2900 HEARTLAND DR,CORALVILLE,52241,POINT (-91.61494100000002 41.698028),52,Johnson,1012210,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,33.60,50.39,12,604.68,9.00,2.38
S24489200035,03/11/2015,2551,Hy-Vee Food Store / Chariton,2001 WEST COURT,CHARITON,50049,,59,Lucas,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,7.00,10.50,12,126.00,9.00,2.38
S21940600023,10/22/2014,4588,Sam's Mini Mart / Sioux City,"923, W 7TH ST",SIOUX CITY,51103,POINT (-96.419074 42.503495),97,Woodbury,1062310,SPICED RUM,260,Diageo Americas,43331,Captain Morgan Spiced Rum Mini,12,500,5.50,8.25,12,99.00,6.00,1.59
S19269000030,06/02/2014,4698,Quality Quick Stop,201 W BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.965379 41.006639),51,Jefferson,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,6.80,10.20,2,20.40,1.20,0.32
S14460000003,09/10/2013,3065,Montezuma Super Valu,201 S FRONT ST,MONTEZUMA,50171,POINT (-92.527248 41.584179),79,Poweshiek,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54446,Paramount Apricot Flavored Brandy,12,750,5.47,8.21,12,98.52,9.00,2.38
S24704700035,03/25/2015,3721,Wal-Mart 0913 / Decorah,1798 OLD STAGE RD,DECORAH,52101,POINT (-91.753135 43.290041),96,Winneshiek,1031080,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.50,2.77
S10532300015,02/13/2013,4783,Casey's General Store #1684 / Emmets,"2406, MAIN ST",EMMETSBURG,50536,POINT (-94.68211 43.111911),74,Palo Alto,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26820,Jack Daniels Old #7 Black Lbl Flat,24,375,6.30,9.44,6,56.64,2.25,0.59
S21386900064,09/25/2014,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.608201 41.560663),82,Scott,1031200,VODKA FLAVORED,259,Heaven Hill Brands,40363,Burnett's Tropical Punch,12,750,4.84,7.26,1,7.26,0.75,0.20
S20852600030,08/26/2014,3813,CGI Foods,104 NORTH FILLMORE,MOUNT AYR,50854,POINT (-94.238806 40.714826),80,Ringgold,1031200,VODKA FLAVORED,205,E AND J GALLO WINERY,40594,New Amsterdam Peach,12,750,6.90,10.35,3,31.05,2.25,0.59
S08390600006,10/17/2012,4298,Terry's Food Center,305 CRISMAN ST,DYSART,52224,POINT (-92.30769 42.171406),86,Tama,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82846,Dekuyper Luscious Peachtree Schnapps,12,750,5.30,8.45,12,101.40,9.00,2.38
S23919600016,02/09/2015,4898,Burlington Shell,"130, S ROOSEVELT AVE",BURLINGTON,52601,POINT (-91.140986 40.808239),29,Des Moines,1022100,TEQUILA,395,Proximo,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,11.50,17.25,2,34.50,1.00,0.26
S12262900129,05/16/2013,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1031080,VODKA 80 PROOF,85,Brown-Forman Corporation,36821,Little Black Dress Vodka,12,750,7.88,11.82,3,35.46,2.25,0.59
S23868700053,02/04/2015,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1062310,SPICED RUM,395,Proximo,46506,Kraken Black Spiced Rum,6,1750,15.82,23.73,18,427.14,31.50,8.32
S16873400029,01/15/2014,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,434,Luxco-St Louis,85606,Paramount Blue Curacao,12,750,3.75,5.63,12,67.56,9.00,2.38
S19994200116,07/09/2014,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67,Monona,1081015,IMPORTED AMARETTO,130,Disaronno International LLC,64135,Disaronno Amaretto,12,375,7.50,11.25,1,11.25,0.38,0.10
S19224000132,05/28/2014,3818,Round Window Liquor,703 W PLEASANT ST,KNOXVILLE,50138,POINT (-93.10564100000002 41.320746),63,Marion,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.50,2.77
S22386600070,11/17/2014,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,POINT (-90.659692 42.06922000000001),49,Jackson,1012100,CANADIAN WHISKIES,55,Sazerac North America,12407,Canadian Ltd Whisky,12,1000,5.50,8.25,3,24.75,3.00,0.79
S27579200105,08/27/2015,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.64494300000001 41.542748),77,Polk,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48106,Hennessy Vs Cognac,12,750,18.99,28.49,12,341.88,9.00,2.38
S06674800007,07/19/2012,4345,Lucky Mart,1031 WEST ST,GRINNELL,50112,POINT (-92.727379 41.745903),79,Poweshiek,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19474,Maker's Mark,12,375,7.61,11.42,1,11.42,0.38,0.10
S10167100042,01/22/2013,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,Pottawattamie,1071100,AMERICAN COCKTAILS,395,Proximo,59154,1800 Ultimate Margarita,6,1750,9.50,14.24,6,85.44,10.50,2.77
S17957400021,03/18/2014,4819,Super Stop 2 / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,POINT (-93.494642 41.65854),77,Polk,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82881,Dekuyper Hot Damn! 100 Proof,12,750,6.77,10.15,2,20.30,1.50,0.40
S12648500137,06/06/2013,4295,Nat Food Mart #1 / Hubbell,3804 HUBBELL,DES MOINES,50317,POINT (-93.541351 41.630849),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,55,Sazerac North America,44217,Barton Rum Light,12,1000,3.99,5.99,6,35.94,6.00,1.59
S24671400124,03/23/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081335,RASPBERRY SCHNAPPS,65,Jim Beam Brands,73456,Dekuyper Luscious Razzmatazz,12,750,6.30,9.45,12,113.40,9.00,2.38
S20963900035,09/03/2014,4023,Wal-Mart 1389 / Boone,1515 SE MARSHALL ST,BOONE,50036,POINT (-93.869892 42.035093),08,Boone,1062050,BARBADOS RUM,305,MHW Ltd,42242,Blue Chair Bay Coconut,12,750,9.42,14.13,12,169.56,9.00,2.38
S11238100032,03/25/2013,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,POINT (-93.613648 42.001123),85,Story,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21598,Ten High,6,1750,9.23,13.85,60,831.00,105.00,27.74
S18959600100,05/14/2014,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,POINT (-90.608201 41.560663),82,Scott,1081400,TRIPLE SEC,434,Luxco-St Louis,86506,Paramount Triple Sec,12,750,3.33,4.99,1,4.99,0.75,0.20
S22394700009,11/17/2014,4853,Kum & Go #62 / Johnston,6130 NW 86TH ST,JOHNSTON,50131,POINT (-93.736534 41.67184),77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,9.06,13.59,1,13.59,0.50,0.13
S05197800030,04/24/2012,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,6.25,9.49,12,113.88,9.00,2.38
S15535100010,11/05/2013,3041,Shugar's Super Valu / Colfax,28 E HOWARD,COLFAX,50054,POINT (-93.244443 41.677932),50,Jasper,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.50,5.25,4,21.00,1.50,0.40
S07792800007,09/18/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1081700,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76036,Midnight Moon Apple Pie,6,750,10.42,15.63,6,93.78,4.50,1.19
S20345800003,07/30/2014,4551,Casey's General Store #2845 / Urband,201 SUNSET ST,URBANA,52345,,06,Benton,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,8.75,13.12,12,157.44,9.00,2.38
S09702900147,12/26/2012,2602,Hy-Vee Food Store / Webster City,823  2ND ST,WEBSTER CITY,50595,POINT (-93.825486 42.469466),40,Hamilton,1041200,AMERICAN SLOE GINS,434,Luxco-St Louis,33716,Paramount Sloe Gin,12,750,4.00,6.00,3,18.00,2.25,0.59
S11041300036,03/12/2013,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,POINT (-91.387797 40.400038),56,Lee,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52582,E & J Vsop Superior Reserve,12,750,6.99,10.49,12,125.88,9.00,2.38
S15144900069,10/15/2013,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1081600,WHISKEY LIQUEUR,259,Heaven Hill Brands,27454,Cinerator,12,750,7.95,11.93,12,143.16,9.00,2.38
S13840800008,08/12/2013,2460,"Liquor Barn, Inc.",721 CENTRAL AVENUE WEST,HAMPTON,50441,POINT (-93.21693 42.741728),35,Franklin,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36887,McCormick Vodka,12,1000,4.13,6.20,24,148.80,24.00,6.34
S06250200108,06/26/2012,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.825137 41.242732),78,Pottawattamie,1081400,TRIPLE SEC,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.21,3.32,12,39.84,12.00,3.17
S15515000022,11/04/2013,4652,Brady Mart Food & Liquor,"3107, BRADY ST",DAVENPORT,52803,POINT (-90.569719 41.55216),82,Scott,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,12,161.64,9.00,2.38
S24871300022,04/02/2015,4959,Bani's,2128 COLLEGE ST,CEDAR FALLS,50613,POINT (-92.455801 42.518018000000005),07,Black Hawk,1071100,AMERICAN COCKTAILS,395,Proximo,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,8.20,12.30,6,73.80,10.50,2.77
S27617100099,09/01/2015,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,POINT (-90.666497 42.49721900000001),31,Dubuque,1031090,OTHER PROOF VODKA,260,Diageo Americas,40926,Smirnoff Silver Vodka 90 Prf,12,750,7.86,11.79,4,47.16,3.00,0.79
S20978700010,09/04/2014,4802,Walgreens #07452 / Des Moines,4415 DOUGLAS AVE,DES MOINES,50310,POINT (-93.678747 41.62949),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,9.70,14.95,12,179.40,9.00,2.38
